caseid,startmonth,startday,startyear,endmonth,endday,endyear,ongoingasofmonth,ongoingasofday,ongoingasofyear,sender1,sender2,sender3,sender4,sender5,primarysender,targetstate,institution,institutionid,targetinstitution,otherinstitution,issue1,issue2,issue3,otherissue,threat,threatid1,threatid2,threatid3,sanctiontypethreat,othersanctiontypethreatened,bspecif,scommit,threatenedtargetinterest,dsanctions,carrots,anticipatedtargetcosts,anticipatedtargetcostsfigureifav,tcurrency,tyearofestimate,anticipatedsendercosts,scurrency,syearofestimate,imposition,sancimpositionstartmonth,sancimpositionstartday,sancimpositionstartyear,sanctionidentity,sanctiontype,othersanctiontype,implementationofdiplomaticsancti,carrotsduringsanction,carrotvalue,carrotcurrency,carrotyear,targetcosts,targeteconomiccostsfigure,targeteconomiccostscurrency,targeteconomiccostsyear,sendercosts,sendereconomiccostsfigure,sendereconomiccostscurrency,sendereconomiccostsyear,finaloutcome,settlementnaturesender,settlementnaturetarget
1969120102,12,1,1969,12,12,1969,,,,350,,,,,350,211,0,,,,1,,,,1,5,,,1,,2,1,1,,,1,,,,2,,,0,,,,,,,,,,,,,,,,,,,,3,1,9
1969120103,12,1,1969,12,12,1969,,,,350,,,,,350,200,0,,,,1,,,,1,5,,,1,,2,1,1,,,1,,,,2,,,0,,,,,,,,,,,,,,,,,,,,3,1,9
1969120104,12,1,1969,12,12,1969,,,,350,,,,,350,210,0,,,,1,,,,1,5,,,1,,2,1,1,,,1,,,,2,,,0,,,,,,,,,,,,,,,,,,,,3,1,9
1969120105,12,1,1969,12,12,1969,,,,350,,,,,350,260,0,,,,1,,,,1,5,,,1,,2,1,1,,,1,,,,2,,,0,,,,,,,,,,,,,,,,,,,,3,1,9
1969120106,12,1,1969,12,12,1969,,,,350,,,,,350,390,0,,,,1,,,,1,5,,,1,,2,1,1,,,1,,,,2,,,0,,,,,,,,,,,,,,,,,,,,3,1,9
1969120107,12,1,1969,12,12,1969,,,,350,,,,,350,385,0,,,,1,,,,1,5,,,1,,2,1,1,,,1,,,,2,,,0,,,,,,,,,,,,,,,,,,,,3,1,9
1970013001,1,30,1970,12,24,1979,,,,552,,,,,,551,0,,,,10,2,,,1,5,,,3,,2,,1,,,,,,,,,,1,1,10,1972,5,2,,,0,,,,3,,,,,,,,8,5,9
1970020501,2,5,1970,,,,,,1979,200,,,,,200,570,0,,,,3,,,,0,,,,,,,,,,,,,,,,,,1,2,5,1970,5,7,,,0,,,,2,part of 4.3 million,UK pounds,1970,1,,,,,,
1970020901,2,9,1970,,,,10,10,1970,651,663,652,645,625,651,2,0,,,,7,,,,1,5,1,,3,,2,2,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,4,4,6
1970051201,5,12,1970,5,13,1970,,,,,,,,,,666,1,4400,1,,2,,,,1,8,,,1,,1,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2,,
1970062501,6,25,1970,2,4,1971,,,,1000,200,,,,1000,2,1,1653,0,,13,,,,1,8,6,,1 4,,2,2,3,,2,2,"561, 000,000",US,1970,2,,,0,,,,,,,,,,,,,,,,,,,,5,7,6
1970082601,8,26,1970,10,8,1970,,,,200,,,,,200,830,0,,,,13,,,,1,6,,,8,reduction of military assistance,1,2,3 5,,,2,,,,1,,,0,,,,,,,,,,,,,,,,,,,,2,10,1
1970101101,10,11,1970,7,17,1971,,,,2,,,,,2,365,0,,,,4,,,,0,,,,,,,,,,,,,,,,,,1,10,11,1970,1,8,,,5,,,,1,,,,1,,,,10,6,4
1971011201,1,12,1971,2,14,1971,,,,630,645,101,670,620,,2,1,3840,0,,13,,,,1,8,5,,3,,1,2,,,,2,,,,2,,,0,,,,,,,,,,,,,,,,,,,,5,3,7
1971011202,1,12,1971,2,14,1971,,,,630,645,101,670,620,,1000,1,3840,0,,13,,,,1,8,5,,3,,1,2,,,,2,,,,2,,,0,,,,,,,,,,,,,,,,,,,,5,3,7
1971011203,1,12,1971,2,14,1971,,,,630,645,101,670,620,,740,1,3840,0,,13,,,,1,8,5,,3,,1,2,,,,2,,,,2,,,0,,,,,,,,,,,,,,,,,,,,5,3,7
1971030401,3,4,1971,12,27,1972,,,,2,,,,,2,740,0,,,,13,,,,1,1,,,4,dumping duties,1,2,3,,,2,800000000,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,5,5
1971120101,12,1,1971,2,24,1975,,,,2,,,,,2,750,0,,,,2,7,,,1,6,,,8,,2,2,4,,,1,115,million dollars,1971,1,,,1,12,1,1971,5,7,,,0,,,,1,876,million dollars,1971,1,,,,9,4,6
1972080701,8,7,1972,4,23,1979,,,,200,2,255,220,325,200,500,1,1653,0,,8,,,,1,4,5,8,8 4,,2,3,1 5,,,1,,,,1,,,1,8,7,1972,4 1 6 2,7 3,,,0,,,,1,,,,1,,,,7,7,0
1972090801,9,8,1972,12,23,1979,,,,200,2,900,220,365,,552,1,4400,0,,8,2,,"Accept Constitutional Reform, Hold Elections",1,3,8,5,4 2 1 3,,2,3,1,,3,2,,,,1,,,1,9,9,1972,5 4 1 6,1 4 8 2,,,3 0,,,,2,,,,2,,,,7,10,4
1972092201,9,22,1972,,,1989,,,,2,,,,,2,365,0,,,,8,,,Allow Jewish emigration,1,3,2,,8 10,,1,2,1,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,5,7,3
1972999901,,,1972,3,18,1974,,,,670,690,645,620,615,670,2,1,3800,0,,7,9,5,,1,6,8,,3,,1,3,1,,,2,,,,2,,,1,10,17,1973,6,2,,,0,,,,2,,,,2,,,,6,7,1
1973052901,5,29,1973,,,,,,,620,,,,,620,666,1,3760,0,,5,,,,1,8,,,1 3,,2,3,1,4,,2,,,,2,,,0,,,,,,,,,,,,,,,,,,,,4,2,9
1973070501,1,9,1973,2,3,1973,,,,552,,,,,552,551,0,,,,10,,,,1,6,,,6,,1,3,1,,,2,1000000000,USD,1978,2,USD,1978,1,1,9,1973,5,5,,,0,,,,2,1000000000,USD,1978,2,1000000000,USD,1978,8,4,4
1973070502,7,5,1973,10,6,1978,,,,551,,,,,551,552,0,,,,3,,,,0,,,,,,,,,,,,,,,,,,1,7,5,1973,4,1 5,,,0,,,,2,,,,2,,,,8,3,3
1973082401,8,24,1973,11,2,1973,,,,740,,,,,740,732,0,,,,4,,,,1,4,,,8,,1,1,1,,,,,,,1,,,1,8,24,1973,5,7,,,0,,,,,,,,1,,,,6,3,7
1973091301,9,13,1973,,,,,,,380,375,,,,380,155,0,,,,8,,,,0,,,,,,,,,,,,,,,,,,1,9,13,1973,5,7,,,0,,,,1,,,,1,,,,9,0,2
1973100201,10,2,1973,1,,1976,,,,2,,,,,2,155,0,,,,8,,,,1,2,3,5,8,,1,3,,,,1,15000000,USD,1974,1,,,1,,,,4 2,,,,,,,,1,15000000,USD,1974,1,,,,8,1,9
1973101201,10,12,1973,4,21,1976,,,,2,,,,,2,900,0,,,,13,,,,1,1,,,4,,2,2,3,,,1,,,,1,,,1,1,11,1974,1,3,,,0,,,,1,,,,1,,,,8,,
1973101701,10,17,1973,11,28,1973,,,,670,690,645,620,615,670,1000,1,3800,0,,7,,,Target EEC,1,5,8,,5,,2,3,1,,,2,,,,2,,,1,10,17,1973,6,2,,,0,,,,2,,,,2,1,,0,7,9,2
1973101702,10,17,1973,11,28,1973,,,,670,690,645,620,615,670,740,1,3800,0,,7,,,,1,5,8,,5,,2,3,1,,,2,,,,2,,,1,10,17,1973,6,2,,,0,,,,2,,,,2,1,,0,7,9,2
1973101703,10,17,1973,7,10,1974,,,,670,690,645,620,615,670,210,1,3800,0,,7,,,,0,,,,,,,,,,,,,,,,,,1,10,17,1973,6 4,2 6,,,0,,,,2,,,,1,,,,6,6,4
1973101704,10,17,1973,,,1974,,,,670,690,645,620,615,670,390,1,3800,0,,7,,,,0,,,,,,,,,,,,,,,,,,1,10,17,1973,6,2,,,0,,,,2,,,,1,,,,,0,0
1973101705,10,17,1973,,,,,,,670,690,645,620,615,670,235,1,3800,0,,8,,,,0,,,,,,,,,,,,,,,,,,1,10,17,1973,6,2,,,0,,,,2,,,,1,,,,8,5,0
1973101706,10,17,1973,3,18,1974,,,,670,690,645,620,615,670,20,1,3800,0,,7,,,,0,,,,,,,,,,,,,,,,,,1,10,17,1973,6,2,,,0,,,,2,,,,1,,,,6,7,4
1973101707,10,17,1973,,,,,,,670,690,645,620,615,670,552,1,3800,0,,8,,,,0,,,,,,,,,,,,,,,,,,1,10,17,1973,6,2,,,0,,,,,,,,,,,,,,
1973101708,10,17,1973,,,,4,12,1989,670,690,645,620,615,670,560,1,3800,0,,8,,,,0,,,,,,,,,,,,,,,,,,1,10,17,1973,6,2,,,0,,,,2,,,,1,,,,,,
1973109901,10,,1973,5,8,1977,,,,2,,,,,2,620,0,,,,15,,,Retaliate for Sanctions Imposition,0,,,,,,,,,,,,,,,,,,1,10,,1973,1,9,,,0,,,,1,,,,1,,,,9,0,0
1973112101,11,21,1973,,,,,,,516,482,483,484,475,,666,1,3760,0,,8,7,,,1,8,,,3,,1,3,1,,,2,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,0,10
1973112401,11,24,1973,,,,,,,516,482,483,484,475,,2,1,3760,0,,7,,,,1,8,,,1,,1,3,1,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,0,10
